InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536380,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-13 20:31:00,13.3,16191.0,United Kingdom
536462,23209,LUNCH BAG VINTAGE DOILY,3,2010-12-18 23:17:00,1.51,16429.0,United Kingdom
536491,22632,HAND WARMER RED RETROSPOT,3,2011-01-25 00:30:00,1.71,14780.0,United Kingdom
536413,22961,JAM MAKING SET PRINTED,3,2011-02-06 21:00:00,1.49,14858.0,United Kingdom
536436,23209,,1,2011-08-25 17:46:00,1.65,,United Kingdom
536500,22423,REGENCY CAKESTAND 3 TIER,2,2011-05-05 21:26:00,13.97,16319.0,United Kingdom
536500,22423,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-05-30 02:17:00,3.86,13567.0,United Kingdom
536474,22632,HAND WARMER RED RETROSPOT,1,2011-07-30 02:30:00,1.88,16589.0,United Kingdom
536495,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-09-26 01:10:00,1.57,13847.0,United Kingdom
536380,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-07-13 20:31:00,2.67,16191.0,United Kingdom
536427,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-12-04 23:34:00,4.54,15706.0,UNKNOWN_COUNTRY
536459,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-11-06 16:46:00,2.69,17359.0,United Kingdom
536448,23209,LUNCH BAG VINTAGE DOILY,1,2011-08-29 16:46:00,1.78,17683.0,United Kingdom
536492,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-11-19 03:16:00,3.51,15974.0,France
536379,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-03-07 23:43:00,4.69,15193.0,United Kingdom
536461,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-04-11 19:49:00,3.49,18164.0,United Kingdom
536402,22961,JAM MAKING SET PRINTED,-1,2024-99-99 25:99:99,1.57,,United Kingdom
536452,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-08-31 23:55:00,1.61,13454.0,United Kingdom
536399,22632,HAND WARMER RED RETROSPOT,1,2011-06-08 19:51:00,1.73,16293.0,United Kingdom
536415,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-14 22:43:00,2.37,17793.0,United Kingdom
536473,21915,,3,2011-06-30 20:18:00,7.6,14838.0,United Kingdom
536391,POST,POSTAGE,2,2010-12-07 02:16:00,17.12,14787.0,United Kingdom
536416,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-04-10 21:37:00,2.24,17924.0,United Kingdom
536482,22720,SET OF 3 CAKE TINS PANTRY DESIGN,6,2011-05-29 23:54:00,5.29,17762.0,United Kingdom
536474,22386,JUMBO BAG PINK POLKADOT,1,2011-07-30 02:30:00,1.99,16589.0,United Kingdom
536400,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-02-11 02:48:00,4.37,17814.0,United Kingdom
536382,22310,IVORY KNITTED MUG COSY,1,2011-08-04 17:03:00,95000.0,16289.0,United Kingdom
536418,22423,REGENCY CAKESTAND 3 TIER,6,2011-09-10 21:51:00,11.63,16273.0,United Kingdom
536429,22632,HAND WARMER RED RETROSPOT,1,2011-10-14 19:13:00,1.88,,U.K.
536428,84969,BOX OF 6 ASSORTED PINK TEACUPS,3,2011-09-08 03:39:00,4.32,14959.0,EIRE
536430,71053,WHITE METAL LANTERN,1,2011-02-24 20:32:00,3.15,14137.0,United Kingdom
536430,71053,PACK OF 72 RETROSPOT TINY TINS,1,2011-08-31 16:50:00,0.57,16365.0,United Kingdom
536426,84969,BOX OF 6 ASSORTED PINK TEACUPS,2,2011-04-24 21:59:00,4.59,,United Kingdom
536489,22423,REGENCY CAKESTAND 3 TIER,24,2010-12-11 03:11:00,13.2,17860.0,United Kingdom
536490,21915,RED RETROSPOT MINI CASES,3,2011-02-22 17:14:00,7.6,18219.0,United Kingdom
536444,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-05-04 18:11:00,2.85,,United Kingdom
536417,22423,,-4,2010-12-08 19:34:00,13.67,16406.0,United Kingdom
536449,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-02-13 02:39:00,3.65,,United Kingdom
536423,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-05-30 02:17:00,4.13,13567.0,United Kingdom
536434,21915,RED RETROSPOT MINI CASES,6,2011-04-15 23:52:00,7.38,17942.0,United Kingdom
536396,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-07-16 18:45:00,3.87,,United Kingdom
536376,22633,HAND WARMER UNION JACK,1,2011-10-30 17:53:00,1.92,13119.0,United Kingdom
536380,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-07-13 20:31:00,3.97,16191.0,United Kingdom
536462,23209,LUNCH BAG VINTAGE DOILY,1,2010-12-18 23:17:00,1.59,16429.0,United Kingdom
536427,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-12-04 23:34:00,3.67,15706.0,United Kingdom
536439,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-10-14 02:24:00,1.83,13871.0,United Kingdom
536499,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,INVALID_TIMESTAMP,2.76,16626.0,U.K.
536461,22310,IVORY KNITTED MUG COSY,1,2011-04-11 19:49:00,1.69,18164.0,United Kingdom
536410,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-07-13 01:36:00,3.98,15532.0,United Kingdom
536440,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-01-02 20:49:00,2.03,12405.0,France
536387,D,Discount,12,2011-02-16 04:08:00,13.1,14565.0,United Kingdom
536494,22386,JUMBO BAG PINK POLKADOT,4,2011-01-26 00:34:00,2.04,12491.0,United Kingdom
536430,22326,,2,2011-02-24 20:32:00,3.01,,United Kingdom
536491,22423,REGENCY CAKESTAND 3 TIER,1,2011-01-25 00:30:00,14.01,14780.0,United Kingdom
536420,22310,IVORY KNITTED MUG COSY,12,2011-09-27 02:18:00,1.79,16343.0,United Kingdom
536446,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-11-08 21:19:00,2.53,12466.0,United Kingdom
536446,85123A,RED RETROSPOT MINI CASES,-2,2011-05-03 16:44:00,8.68,17301.0,United Kingdom
536403,22632,HAND WARMER RED RETROSPOT,48,2011-07-15 18:33:00,1.86,15547.0,United Kingdom
536485,23209,LUNCH BAG VINTAGE DOILY,4,2011-07-03 03:27:00,1.77,,United Kingdom
536482,22310,IVORY KNITTED MUG COSY,12,2011-05-29 23:54:00,1.59,17762.0,United Kingdom
536458,21915,RED RETROSPOT MINI CASES,3,2011-01-26 16:55:00,7.61,14552.0,Netherlands
536422,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-10-08 04:20:00,-15.5,14425.0,United Kingdom
536473,22632,HAND WARMER RED RETROSPOT,4,2011-06-30 20:18:00,1.77,14838.0,United Kingdom
536390,22310,IVORY KNITTED MUG COSY,1,2011-02-15 00:46:00,1.68,18056.0,Spain
536467,22310,IVORY KNITTED MUG COSY,4,2011-04-11 19:12:00,1.52,,U.K.
536444,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-05-04 18:11:00,2.05,,United Kingdom
536371,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-30 01:17:00,2.73,15175.0,United Kingdom
536468,21915,RED RETROSPOT MINI CASES,1,2011-03-23 23:48:00,8.37,15146.0,United Kingdom
536410,23209,,2,2011-07-13 01:36:00,1.73,15532.0,United Kingdom
536385,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-13 20:27:00,2.41,15274.0,Germany
536385,21212,PACK OF 72 RETROSPOT TINY TINS,1,2011-06-13 20:27:00,0.59,15274.0,Germany
536383,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-02-11 19:09:00,1.77,13051.0,Germany
536435,22633,HAND WARMER UNION JACK,1,2010-12-30 19:40:00,1.9,12448.0,United Kingdom
536487,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2010-12-05 20:52:00,1.67,16703.0,United Kingdom
536414,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-08-09 18:49:00,3.58,17496.0,United Kingdom
536381,22386,JUMBO BAG PINK POLKADOT,3,2011-05-11 22:03:00,2.0,14023.0,United Kingdom
536442,22386,JUMBO BAG PINK POLKADOT,-1,2024-99-99 25:99:99,2.14,,United Kingdom
536506,D,Discount,1,2011-05-24 21:51:00,12.83,14911.0,United Kingdom
536450,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-11-21 19:24:00,3.43,13937.0,United Kingdom
536390,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-02-15 00:46:00,4.83,18056.0,Spain
536395,23209,LUNCH BAG VINTAGE DOILY,1,2011-11-23 23:43:00,1.77,13496.0,United Kingdom
536395,23209,LUNCH BAG VINTAGE DOILY,4,2011-08-09 18:49:00,1.58,17496.0,United Kingdom
536369,22961,JAM MAKING SET PRINTED,1,2011-09-28 23:53:00,1.46,18238.0,U.K.
536502,21212,PACK OF 72 RETROSPOT TINY TINS,3,2011-12-08 21:49:00,0.54,15330.0,United Kingdom
536458,22326,,3,2011-01-26 16:55:00,2.88,14552.0,Netherlands
536465,22310,IVORY KNITTED MUG COSY,3,2011-10-15 02:24:00,1.49,13757.0,United Kingdom
536507,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-09-05 23:25:00,3.65,12896.0,Germany
536394,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-01-05 21:39:00,4.0,17943.0,United Kingdom
536390,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-02-15 00:46:00,3.89,,Spain
536408,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-04-24 22:43:00,2.8,16457.0,United Kingdom
536455,POST,POSTAGE,1,2011-04-13 19:11:00,17.24,,United Kingdom
536425,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-07-19 21:53:00,4.08,15465.0,United Kingdom
536403,21212,PACK OF 72 RETROSPOT TINY TINS,1,2011-07-15 18:33:00,0.52,15547.0,United Kingdom
536477,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-12-09 20:13:00,5.34,12787.0,United Kingdom
536378,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-12-03 22:18:00,3.56,14045.0,United Kingdom
536417,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-12-08 19:34:00,2.02,16406.0,United Kingdom
536442,22752,SET 7 BABUSHKA NESTING BOXES,-4,2011-04-27 18:08:00,95000.0,15750.0,United Kingdom
536409,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-12-28 18:40:00,3.0,12371.0,United Kingdom
536461,22632,HAND WARMER RED RETROSPOT,4,2011-04-11 19:49:00,1.85,18164.0,United Kingdom
536465,21212,PACK OF 72 RETROSPOT TINY TINS,1,2011-10-15 02:24:00,0.6,13757.0,United Kingdom
536433,22749,,1,2011-05-22 02:34:00,3.92,,uk
536460,71053,WHITE METAL LANTERN,1,2011-11-11 04:23:00,3.13,17101.0,United Kingdom
536475,D,Discount,1,2011-01-07 17:09:00,12.82,15170.0,United Kingdom
536494,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-01-26 00:34:00,3.53,12491.0,United Kingdom
536437,D,Discount,24,2011-09-19 18:06:00,12.2,,United Kingdom
536372,22633,HAND WARMER UNION JACK,1,2011-05-07 04:11:00,2.02,12787.0,United Kingdom
536372,22633,RED WOOLLY HOTTIE WHITE HEART.,4,INVALID_TIMESTAMP,3.71,,United Kingdom
536473,POST,POSTAGE,2,2011-06-30 20:18:00,19.72,14838.0,United Kingdom
536377,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-26 21:28:00,3.83,,United Kingdom
536505,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-05-30 23:53:00,8.02,17661.0,United Kingdom
536452,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-08-31 23:55:00,1.85,13454.0,United Kingdom
536452,21915,RED RETROSPOT MINI CASES,1,2011-08-31 23:55:00,7.64,13454.0,United Kingdom
536502,22423,REGENCY CAKESTAND 3 TIER,1,2011-12-08 21:49:00,12.7,,United Kingdom
536398,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-09-23 18:41:00,3.14,,United Kingdom
536463,22632,HAND WARMER RED RETROSPOT,6,2011-06-17 17:16:00,1.83,,United Kingdom
536505,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-05-30 23:53:00,2.3,17661.0,United Kingdom
536448,84969,,-3356,2011-08-29 16:46:00,4.34,17683.0,United Kingdom
536452,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-08-31 23:55:00,1.96,13454.0,United Kingdom
536507,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-09-05 23:25:00,2.15,12896.0,UNITED KINGDOM
536392,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-01-19 02:52:00,2.67,13651.0,United Kingdom
536433,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-05-22 02:34:00,2.11,17177.0,EIRE
536472,22961,JAM MAKING SET PRINTED,1,2010-12-24 00:15:00,1.45,13293.0,United Kingdom
536438,21212,PACK OF 72 RETROSPOT TINY TINS,6,2011-04-28 17:21:00,0.58,15570.0,France
536412,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-09-06 19:44:00,7.52,,Belgium
536407,22633,HAND WARMER UNION JACK,1,2011-05-06 00:54:00,1.97,,United Kingdom
536458,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-01-26 16:55:00,3.89,14552.0,Netherlands
536388,22633,HAND WARMER UNION JACK,1,2010-12-02 00:49:00,1.76,13931.0,United Kingdom
536499,22310,IVORY KNITTED MUG COSY,1,2011-02-27 21:44:00,1.75,16626.0,United Kingdom
536419,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-12-14 19:12:00,5.06,,United Kingdom
536420,22423,REGENCY CAKESTAND 3 TIER,1,2011-09-27 02:18:00,12.55,16343.0,United Kingdom
536461,D,Discount,4,2011-04-11 19:49:00,12.65,18164.0,United Kingdom
536461,D,IVORY KNITTED MUG COSY,2,2011-02-27 21:44:00,-15.5,16626.0,United Kingdom
536508,84029E,,1,2011-01-05 03:04:00,3.77,,United Kingdom
536371,84969,BOX OF 6 ASSORTED PINK TEACUPS,2,2011-06-30 01:17:00,4.14,15175.0,United Kingdom
536441,22386,JUMBO BAG PINK POLKADOT,1,2011-11-28 02:56:00,1.99,12370.0,United Kingdom
536453,71053,WHITE METAL LANTERN,1,2011-10-10 23:06:00,3.57,,United Kingdom
536505,71053,WHITE METAL LANTERN,-4,2024-99-99 25:99:99,3.06,,  Germany  
536417,22386,JUMBO BAG PINK POLKADOT,1,2010-12-08 19:34:00,1.98,16406.0,United Kingdom
536496,21915,RED RETROSPOT MINI CASES,6,2011-10-01 17:26:00,7.19,17520.0,United Kingdom
536475,POST,POSTAGE,1,2011-01-07 17:09:00,18.39,15170.0,United Kingdom
536433,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-05-22 02:34:00,2.79,17177.0,EIRE
536439,POST,POSTAGE,2,2011-10-14 02:24:00,18.72,13871.0,United Kingdom
536367,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-08-31 16:50:00,4.65,16365.0,United Kingdom
536475,22423,REGENCY CAKESTAND 3 TIER,4,2011-01-07 17:09:00,12.07,15170.0,United Kingdom
536450,D,Discount,1,2011-11-21 19:24:00,12.56,13937.0,United Kingdom
536410,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-07-13 01:36:00,3.67,15532.0,United Kingdom
536381,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-05-11 22:03:00,1.62,14023.0,United Kingdom
536415,21915,RED RETROSPOT MINI CASES,1,2011-09-14 22:43:00,8.26,17793.0,United Kingdom
536425,22632,,1,2011-07-19 21:53:00,1.74,,United Kingdom
536429,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-10-14 19:13:00,3.54,,EIRE
536452,22961,JAM MAKING SET PRINTED,1,2011-08-31 23:55:00,1.34,13454.0,United Kingdom
536469,22310,IVORY KNITTED MUG COSY,4,2011-09-09 22:51:00,1.7,16115.0,United Kingdom
536469,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-09-09 22:51:00,2.09,16115.0,United Kingdom
536398,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-09-23 18:41:00,2.62,,United Kingdom
536454,22961,JAM MAKING SET PRINTED,2,2011-03-22 23:37:00,1.4,17455.0,united kingdom
536441,POST,POSTAGE,3,2011-11-28 02:56:00,16.64,12370.0,United Kingdom
536441,POST,RED WOOLLY HOTTIE WHITE HEART.,-2,2011-05-23 04:22:00,3.62,12436.0,United Kingdom
536379,POST,POSTAGE,4,2011-03-07 23:43:00,18.42,15193.0,United Kingdom
536440,21915,RED RETROSPOT MINI CASES,1,2011-01-02 20:49:00,8.11,12405.0,France
536455,22386,JUMBO BAG PINK POLKADOT,2,2011-04-13 19:11:00,1.83,,United Kingdom
536474,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-07-30 02:30:00,2.69,,United Kingdom
536456,22633,HAND WARMER UNION JACK,1,2011-08-30 01:03:00,1.86,13899.0,United Kingdom
536390,D,Discount,1,2011-02-15 00:46:00,13.2,18056.0,Spain
536416,POST,POSTAGE,2,2011-04-10 21:37:00,16.92,17924.0,United Kingdom
536428,71053,,2,2011-09-08 03:39:00,3.26,14959.0,EIRE
536466,22310,IVORY KNITTED MUG COSY,1,2011-11-30 01:43:00,1.58,17661.0,United Kingdom
536403,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,INVALID_TIMESTAMP,95000.0,15547.0,United Kingdom
536477,84969,BOX OF 6 ASSORTED PINK TEACUPS,1,2010-12-09 20:13:00,4.25,12787.0,United Kingdom
536396,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-16 18:45:00,12.83,13385.0,United Kingdom
536485,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-07-03 03:27:00,4.0,,United Kingdom
536389,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-04-06 00:12:00,2.01,16284.0,United Kingdom
536407,22386,JUMBO BAG PINK POLKADOT,1,2011-05-06 00:54:00,1.9,14519.0,United Kingdom
536507,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-09-05 23:25:00,2.26,,UNKNOWN_COUNTRY
536413,22310,IVORY KNITTED MUG COSY,2,2011-02-06 21:00:00,1.52,14858.0,United Kingdom
536507,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-09-05 23:25:00,2.78,12896.0,Germany
536375,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-06-17 22:39:00,2.72,14441.0,United Kingdom
536460,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,-2,2011-11-11 04:23:00,2.93,17101.0,United Kingdom
536474,84969,BOX OF 6 ASSORTED PINK TEACUPS,4,2011-07-30 02:30:00,4.61,16589.0,United Kingdom
536399,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-06-08 19:51:00,3.92,16293.0,United Kingdom
536451,71053,WHITE METAL LANTERN,1,2011-05-29 19:27:00,3.71,12925.0,United Kingdom
536448,85123A,,2,2011-08-29 16:46:00,2.37,17683.0,United Kingdom
536448,85123A,WHITE METAL LANTERN,1,2011-04-11 19:12:00,3.06,15046.0,United Kingdom
536376,21915,RED RETROSPOT MINI CASES,2,2011-10-30 17:53:00,7.34,13119.0,United Kingdom
536463,22632,HAND WARMER RED RETROSPOT,1,2011-06-17 17:16:00,1.97,,United Kingdom
536464,POST,POSTAGE,1,2011-02-06 20:27:00,19.32,,United Kingdom
536398,22632,HAND WARMER RED RETROSPOT,1,2011-09-23 18:41:00,1.88,,United Kingdom
536494,23209,LUNCH BAG VINTAGE DOILY,1,2011-01-26 00:34:00,1.59,12491.0,United Kingdom
536426,23209,LUNCH BAG VINTAGE DOILY,2,2011-04-24 21:59:00,1.49,,United Kingdom
536432,71053,WHITE METAL LANTERN,1,2011-09-13 01:39:00,3.32,,United Kingdom
536421,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-07-02 00:36:00,4.07,,United Kingdom
536465,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-10-15 02:24:00,2.03,13757.0,  Germany  
536426,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-04-24 21:59:00,3.8,,United Kingdom
536417,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-12-08 19:34:00,4.09,16406.0,United Kingdom
536480,D,Discount,1,2011-01-10 19:39:00,13.83,,United Kingdom
536469,22386,JUMBO BAG PINK POLKADOT,48,2011-09-09 22:51:00,2.12,16115.0,United Kingdom
536382,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-08-04 17:03:00,4.65,16289.0,United Kingdom
536413,22423,,-1,2024-99-99 25:99:99,12.2,,United Kingdom
536391,22961,JAM MAKING SET PRINTED,1,2010-12-07 02:16:00,1.57,14787.0,United Kingdom
536392,22961,JAM MAKING SET PRINTED,2,2011-01-19 02:52:00,1.35,13651.0,United Kingdom
536394,22961,JAM MAKING SET PRINTED,1,2011-01-05 21:39:00,1.36,17943.0,United Kingdom
536383,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-02-11 19:09:00,7.69,13051.0,Germany
536401,22633,HAND WARMER UNION JACK,2,2011-06-04 01:25:00,-15.5,12465.0,United Kingdom
536507,22310,IVORY KNITTED MUG COSY,3,2011-09-05 23:25:00,1.55,12896.0,Germany
536387,22632,HAND WARMER RED RETROSPOT,1,2011-02-16 04:08:00,2.0,14565.0,United Kingdom
536460,84406B,CREAM CUPID HEARTS COAT HANGER,24,2011-11-11 04:23:00,2.59,17101.0,United Kingdom
536452,22386,JUMBO BAG PINK POLKADOT,1,2011-08-31 23:55:00,1.83,13454.0,United Kingdom
536452,22386,Discount,4,2011-03-30 17:48:00,12.76,16608.0,United Kingdom
536475,85123A,WHITE HANGING HEART T-LIGHT HOLDER,12,2011-01-07 17:09:00,2.41,15170.0,United Kingdom
536506,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-05-24 21:51:00,3.77,,  Germany  
536428,21915,RED RETROSPOT MINI CASES,1,2011-09-08 03:39:00,8.65,14959.0,EIRE
536497,22386,JUMBO BAG PINK POLKADOT,1,2011-09-19 22:32:00,2.11,17982.0,United Kingdom
536493,22386,JUMBO BAG PINK POLKADOT,2,2011-04-12 17:49:00,1.89,,United Kingdom
536446,22633,,4,2011-11-08 21:19:00,1.74,12466.0,United Kingdom
