InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
536372,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-05-07 04:11:00,4.71,12787.0,United Kingdom
536372,22633,HAND WARMER UNION JACK,2,2011-05-07 04:11:00,1.9,12787.0,United Kingdom
536373,21730,GLASS STAR FROSTED T-LIGHT HOLDER,3,2011-07-10 21:29:00,4.08,12508.0,United Kingdom
536373,22961,JAM MAKING SET PRINTED,2,2011-07-10 21:29:00,1.51,12508.0,United Kingdom
536373,71053,WHITE METAL LANTERN,1,2011-07-10 21:29:00,3.19,12508.0,United Kingdom
536374,22386,JUMBO BAG PINK POLKADOT,1,2011-05-23 04:22:00,2.12,12436.0,United Kingdom
536374,84969,BOX OF 6 ASSORTED PINK TEACUPS,3,2011-05-23 04:22:00,4.56,12436.0,United Kingdom
536374,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-05-23 04:22:00,3.62,12436.0,United Kingdom
536375,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-06-17 22:39:00,4.6,14441.0,United Kingdom
536375,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-06-17 22:39:00,2.72,14441.0,United Kingdom
536376,21915,RED RETROSPOT MINI CASES,2,2011-10-30 17:53:00,7.34,13119.0,United Kingdom
536376,22633,HAND WARMER UNION JACK,1,2011-10-30 17:53:00,1.92,13119.0,United Kingdom
536376,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-10-30 17:53:00,4.09,13119.0,United Kingdom
536376,84969,BOX OF 6 ASSORTED PINK TEACUPS,2,2011-10-30 17:53:00,3.89,13119.0,United Kingdom
536376,22632,HAND WARMER RED RETROSPOT,4,2011-10-30 17:53:00,1.74,13119.0,United Kingdom
536376,84406B,CREAM CUPID HEARTS COAT HANGER,2,2011-10-30 17:53:00,2.79,13119.0,United Kingdom
536377,22386,JUMBO BAG PINK POLKADOT,2,2010-12-26 21:28:00,1.89,,United Kingdom
536377,22632,HAND WARMER RED RETROSPOT,1,2010-12-26 21:28:00,1.9,,United Kingdom
536377,22423,REGENCY CAKESTAND 3 TIER,1,2010-12-26 21:28:00,12.37,,United Kingdom
536377,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2010-12-26 21:28:00,3.83,,United Kingdom
536378,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-12-03 22:18:00,3.56,14045.0,United Kingdom
536378,22310,IVORY KNITTED MUG COSY,3,2011-12-03 22:18:00,1.7,14045.0,United Kingdom
536378,22386,JUMBO BAG PINK POLKADOT,1,2011-12-03 22:18:00,1.78,14045.0,United Kingdom
536378,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-12-03 22:18:00,3.09,14045.0,United Kingdom
536378,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-12-03 22:18:00,8.28,14045.0,United Kingdom
536379,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,4,2011-03-07 23:43:00,2.7,15193.0,United Kingdom
536379,POST,POSTAGE,4,2011-03-07 23:43:00,18.42,15193.0,United Kingdom
536379,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-03-07 23:43:00,4.69,15193.0,United Kingdom
536379,22961,JAM MAKING SET PRINTED,1,2011-03-07 23:43:00,1.59,15193.0,United Kingdom
536379,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-03-07 23:43:00,3.93,15193.0,United Kingdom
536379,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-03-07 23:43:00,8.41,15193.0,United Kingdom
536380,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-07-13 20:31:00,2.67,16191.0,United Kingdom
536380,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-13 20:31:00,13.3,16191.0,United Kingdom
536380,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-07-13 20:31:00,1.84,16191.0,United Kingdom
536380,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-07-13 20:31:00,3.97,16191.0,United Kingdom
536380,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-07-13 20:31:00,5.02,16191.0,United Kingdom
536381,22386,JUMBO BAG PINK POLKADOT,3,2011-05-11 22:03:00,2.0,14023.0,United Kingdom
536381,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-05-11 22:03:00,1.62,14023.0,United Kingdom
536381,84969,BOX OF 6 ASSORTED PINK TEACUPS,1,2011-05-11 22:03:00,3.85,14023.0,United Kingdom
536382,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-08-04 17:03:00,4.65,16289.0,United Kingdom
536382,22310,IVORY KNITTED MUG COSY,1,2011-08-04 17:03:00,1.5,16289.0,United Kingdom
536383,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-02-11 19:09:00,7.69,13051.0,Germany
536383,23209,LUNCH BAG VINTAGE DOILY,1,2011-02-11 19:09:00,1.5,13051.0,Germany
536383,21915,RED RETROSPOT MINI CASES,3,2011-02-11 19:09:00,7.97,13051.0,Germany
536383,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-02-11 19:09:00,1.77,13051.0,Germany
536384,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-11-24 17:10:00,3.93,14423.0,United Kingdom
536385,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-06-13 20:27:00,2.41,15274.0,Germany
536385,21212,PACK OF 72 RETROSPOT TINY TINS,1,2011-06-13 20:27:00,0.59,15274.0,Germany
536386,22633,HAND WARMER UNION JACK,3,2011-02-01 01:15:00,1.9,18181.0,Germany
536386,23209,LUNCH BAG VINTAGE DOILY,3,2011-02-01 01:15:00,1.74,18181.0,Germany
536387,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-16 04:08:00,2.56,14565.0,United Kingdom
536387,22310,IVORY KNITTED MUG COSY,3,2011-02-16 04:08:00,1.73,14565.0,United Kingdom
536387,22632,HAND WARMER RED RETROSPOT,1,2011-02-16 04:08:00,2.0,14565.0,United Kingdom
536387,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-02-16 04:08:00,4.12,14565.0,United Kingdom
536387,71053,WHITE METAL LANTERN,1,2011-02-16 04:08:00,3.57,14565.0,United Kingdom
536387,D,Discount,12,2011-02-16 04:08:00,13.1,14565.0,United Kingdom
536388,22745,POPPY'S PLAYHOUSE BEDROOM,1,2010-12-02 00:49:00,2.21,13931.0,United Kingdom
536388,22633,HAND WARMER UNION JACK,1,2010-12-02 00:49:00,1.76,13931.0,United Kingdom
536388,71053,WHITE METAL LANTERN,3,2010-12-02 00:49:00,3.55,13931.0,United Kingdom
536389,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-04-06 00:12:00,2.01,16284.0,United Kingdom
536389,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-04-06 00:12:00,2.27,16284.0,United Kingdom
536389,POST,POSTAGE,2,2011-04-06 00:12:00,18.92,16284.0,United Kingdom
536389,84969,BOX OF 6 ASSORTED PINK TEACUPS,2,2011-04-06 00:12:00,4.5,16284.0,United Kingdom
536390,22310,IVORY KNITTED MUG COSY,1,2011-02-15 00:46:00,1.68,18056.0,Spain
536390,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-02-15 00:46:00,4.83,18056.0,Spain
536390,D,Discount,1,2011-02-15 00:46:00,13.2,18056.0,Spain
536390,84969,BOX OF 6 ASSORTED PINK TEACUPS,3,2011-02-15 00:46:00,4.44,18056.0,Spain
536390,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-02-15 00:46:00,2.73,18056.0,Spain
536390,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-02-15 00:46:00,3.89,18056.0,Spain
536391,POST,POSTAGE,2,2010-12-07 02:16:00,17.12,14787.0,United Kingdom
536391,22961,JAM MAKING SET PRINTED,1,2010-12-07 02:16:00,1.57,14787.0,United Kingdom
536392,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-01-19 02:52:00,2.02,13651.0,United Kingdom
536392,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-01-19 02:52:00,2.77,13651.0,United Kingdom
536392,22961,JAM MAKING SET PRINTED,2,2011-01-19 02:52:00,1.35,13651.0,United Kingdom
536392,22310,IVORY KNITTED MUG COSY,4,2011-01-19 02:52:00,1.6,13651.0,United Kingdom
536392,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-01-19 02:52:00,2.67,13651.0,United Kingdom
536392,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2,2011-01-19 02:52:00,2.7,13651.0,United Kingdom
536393,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-01-11 23:33:00,2.87,12551.0,United Kingdom
536394,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-01-05 21:39:00,1.71,17943.0,United Kingdom
536394,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-01-05 21:39:00,4.0,17943.0,United Kingdom
536394,22961,JAM MAKING SET PRINTED,1,2011-01-05 21:39:00,1.36,17943.0,United Kingdom
536395,22386,JUMBO BAG PINK POLKADOT,3,2011-11-23 23:43:00,2.11,13496.0,United Kingdom
536395,23209,LUNCH BAG VINTAGE DOILY,1,2011-11-23 23:43:00,1.77,13496.0,United Kingdom
536396,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-07-16 18:45:00,3.87,13385.0,United Kingdom
536396,22423,REGENCY CAKESTAND 3 TIER,1,2011-07-16 18:45:00,12.83,13385.0,United Kingdom
536396,22632,HAND WARMER RED RETROSPOT,1,2011-07-16 18:45:00,1.67,13385.0,United Kingdom
536397,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-05-10 00:21:00,3.86,13896.0,United Kingdom
536397,22961,JAM MAKING SET PRINTED,1,2011-05-10 00:21:00,1.59,13896.0,United Kingdom
536398,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-09-23 18:41:00,3.7,,United Kingdom
536398,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-09-23 18:41:00,2.62,,United Kingdom
536398,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-09-23 18:41:00,3.14,,United Kingdom
536398,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,4,2011-09-23 18:41:00,3.2,,United Kingdom
536398,84879,ASSORTED COLOUR BIRD ORNAMENT,2,2011-09-23 18:41:00,1.7,,United Kingdom
536398,22632,HAND WARMER RED RETROSPOT,1,2011-09-23 18:41:00,1.88,,United Kingdom
536399,22632,HAND WARMER RED RETROSPOT,1,2011-06-08 19:51:00,1.73,16293.0,United Kingdom
536399,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-06-08 19:51:00,3.92,16293.0,United Kingdom
536400,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-02-11 02:48:00,4.37,17814.0,United Kingdom
536400,21915,RED RETROSPOT MINI CASES,3,2011-02-11 02:48:00,8.52,17814.0,United Kingdom
536401,22633,HAND WARMER UNION JACK,1,2011-06-04 01:25:00,1.73,12465.0,United Kingdom
536401,22633,HAND WARMER UNION JACK,2,2011-06-04 01:25:00,1.77,12465.0,United Kingdom
536402,22752,SET 7 BABUSHKA NESTING BOXES,2,2011-06-25 03:17:00,7.61,16563.0,United Kingdom
536402,22961,JAM MAKING SET PRINTED,1,2011-06-25 03:17:00,1.57,16563.0,United Kingdom
536402,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-06-25 03:17:00,6.95,16563.0,United Kingdom
536402,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-06-25 03:17:00,3.59,16563.0,United Kingdom
536403,21212,PACK OF 72 RETROSPOT TINY TINS,1,2011-07-15 18:33:00,0.52,15547.0,United Kingdom
536403,22633,HAND WARMER UNION JACK,2,2011-07-15 18:33:00,1.87,15547.0,United Kingdom
536403,22386,JUMBO BAG PINK POLKADOT,2,2011-07-15 18:33:00,2.1,15547.0,United Kingdom
536403,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-07-15 18:33:00,2.8,15547.0,United Kingdom
536403,22632,HAND WARMER RED RETROSPOT,48,2011-07-15 18:33:00,1.86,15547.0,United Kingdom
536404,22310,IVORY KNITTED MUG COSY,1,2011-07-01 23:55:00,1.55,17682.0,United Kingdom
C536405,71053,WHITE METAL LANTERN,-11,2011-02-19 20:13:00,3.29,14452.0,EIRE
C536405,22745,POPPY'S PLAYHOUSE BEDROOM,-12,2011-02-19 20:13:00,1.92,14452.0,EIRE
536406,84406B,CREAM CUPID HEARTS COAT HANGER,4,2011-07-15 22:01:00,2.53,13433.0,United Kingdom
536406,21212,PACK OF 72 RETROSPOT TINY TINS,3,2011-07-15 22:01:00,0.59,13433.0,United Kingdom
536406,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-07-15 22:01:00,4.9,13433.0,United Kingdom
536407,22386,JUMBO BAG PINK POLKADOT,1,2011-05-06 00:54:00,1.9,14519.0,United Kingdom
536407,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-05-06 00:54:00,2.2,14519.0,United Kingdom
536407,22633,HAND WARMER UNION JACK,1,2011-05-06 00:54:00,1.97,14519.0,United Kingdom
536408,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-04-24 22:43:00,2.64,16457.0,United Kingdom
536408,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-04-24 22:43:00,2.8,16457.0,United Kingdom
536409,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-12-28 18:40:00,3.0,12371.0,United Kingdom
536409,D,Discount,2,2010-12-28 18:40:00,12.61,12371.0,United Kingdom
536409,84406B,CREAM CUPID HEARTS COAT HANGER,1,2010-12-28 18:40:00,2.69,12371.0,United Kingdom
536409,22752,SET 7 BABUSHKA NESTING BOXES,1,2010-12-28 18:40:00,7.18,12371.0,United Kingdom
536410,23209,LUNCH BAG VINTAGE DOILY,2,2011-07-13 01:36:00,1.73,15532.0,United Kingdom
536410,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-07-13 01:36:00,3.98,15532.0,United Kingdom
536410,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-07-13 01:36:00,1.6,15532.0,United Kingdom
536410,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,3,2011-07-13 01:36:00,3.67,15532.0,United Kingdom
536411,D,Discount,3,2011-03-23 21:57:00,13.4,13787.0,United Kingdom
536411,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-03-23 21:57:00,4.58,13787.0,United Kingdom
536412,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-09-06 19:44:00,7.52,,Belgium
536413,22423,REGENCY CAKESTAND 3 TIER,1,2011-02-06 21:00:00,12.2,14858.0,United Kingdom
536413,22720,SET OF 3 CAKE TINS PANTRY DESIGN,3,2011-02-06 21:00:00,4.66,14858.0,United Kingdom
536413,22310,IVORY KNITTED MUG COSY,2,2011-02-06 21:00:00,1.52,14858.0,United Kingdom
536413,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-02-06 21:00:00,4.04,14858.0,United Kingdom
536413,22961,JAM MAKING SET PRINTED,3,2011-02-06 21:00:00,1.49,14858.0,United Kingdom
536413,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,2,2011-02-06 21:00:00,3.88,14858.0,United Kingdom
536414,21915,RED RETROSPOT MINI CASES,4,2011-08-09 18:49:00,7.38,17496.0,United Kingdom
536414,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-08-09 18:49:00,3.58,17496.0,United Kingdom
536414,23209,LUNCH BAG VINTAGE DOILY,4,2011-08-09 18:49:00,1.58,17496.0,United Kingdom
536414,21730,GLASS STAR FROSTED T-LIGHT HOLDER,6,2011-08-09 18:49:00,3.83,17496.0,United Kingdom
536415,22310,IVORY KNITTED MUG COSY,12,2011-09-14 22:43:00,1.63,17793.0,United Kingdom
536415,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-09-14 22:43:00,4.47,17793.0,United Kingdom
536415,22632,HAND WARMER RED RETROSPOT,4,2011-09-14 22:43:00,1.7,17793.0,United Kingdom
536415,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-09-14 22:43:00,3.62,17793.0,United Kingdom
536415,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-14 22:43:00,2.37,17793.0,United Kingdom
536415,21915,RED RETROSPOT MINI CASES,1,2011-09-14 22:43:00,8.26,17793.0,United Kingdom
536416,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-04-10 21:37:00,2.24,17924.0,United Kingdom
536416,21212,PACK OF 72 RETROSPOT TINY TINS,12,2011-04-10 21:37:00,0.5,17924.0,United Kingdom
536416,POST,POSTAGE,2,2011-04-10 21:37:00,16.92,17924.0,United Kingdom
536416,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-04-10 21:37:00,2.04,17924.0,United Kingdom
536416,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-04-10 21:37:00,4.62,17924.0,United Kingdom
536417,22745,POPPY'S PLAYHOUSE BEDROOM,6,2010-12-08 19:34:00,2.3,16406.0,United Kingdom
536417,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2010-12-08 19:34:00,4.09,16406.0,United Kingdom
536417,22423,REGENCY CAKESTAND 3 TIER,4,2010-12-08 19:34:00,13.67,16406.0,United Kingdom
536417,22386,JUMBO BAG PINK POLKADOT,1,2010-12-08 19:34:00,1.98,16406.0,United Kingdom
536417,22748,POPPY'S PLAYHOUSE KITCHEN,1,2010-12-08 19:34:00,2.02,16406.0,United Kingdom
536418,22423,REGENCY CAKESTAND 3 TIER,6,2011-09-10 21:51:00,11.63,16273.0,United Kingdom
536418,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-09-10 21:51:00,7.33,16273.0,United Kingdom
536418,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-09-10 21:51:00,3.52,16273.0,United Kingdom
536418,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-09-10 21:51:00,2.85,16273.0,United Kingdom
536419,22752,SET 7 BABUSHKA NESTING BOXES,2,2010-12-14 19:12:00,8.02,,United Kingdom
536419,D,Discount,6,2010-12-14 19:12:00,13.53,,United Kingdom
536419,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-12-14 19:12:00,5.06,,United Kingdom
536419,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2010-12-14 19:12:00,4.51,,United Kingdom
536419,22423,REGENCY CAKESTAND 3 TIER,2,2010-12-14 19:12:00,12.77,,United Kingdom
536419,21212,PACK OF 72 RETROSPOT TINY TINS,3,2010-12-14 19:12:00,0.58,,United Kingdom
536420,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-09-27 02:18:00,2.15,16343.0,United Kingdom
536420,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-09-27 02:18:00,3.11,16343.0,United Kingdom
536420,22423,REGENCY CAKESTAND 3 TIER,1,2011-09-27 02:18:00,12.55,16343.0,United Kingdom
536420,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-09-27 02:18:00,2.17,16343.0,United Kingdom
536420,22310,IVORY KNITTED MUG COSY,12,2011-09-27 02:18:00,1.79,16343.0,United Kingdom
536420,84879,ASSORTED COLOUR BIRD ORNAMENT,1,2011-09-27 02:18:00,1.56,16343.0,United Kingdom
536421,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,3,2011-07-02 00:36:00,4.07,,United Kingdom
536422,84029E,RED WOOLLY HOTTIE WHITE HEART.,2,2011-10-08 04:20:00,3.9,14425.0,United Kingdom
536422,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-10-08 04:20:00,3.91,14425.0,United Kingdom
536423,22961,JAM MAKING SET PRINTED,1,2011-05-30 02:17:00,1.36,13567.0,United Kingdom
536423,21730,GLASS STAR FROSTED T-LIGHT HOLDER,1,2011-05-30 02:17:00,4.13,13567.0,United Kingdom
536423,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-05-30 02:17:00,3.86,13567.0,United Kingdom
536424,22745,POPPY'S PLAYHOUSE BEDROOM,6,2011-08-31 03:39:00,2.01,14246.0,France
536425,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-07-19 21:53:00,3.78,15465.0,United Kingdom
536425,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,2011-07-19 21:53:00,2.36,15465.0,United Kingdom
536425,22632,HAND WARMER RED RETROSPOT,1,2011-07-19 21:53:00,1.74,15465.0,United Kingdom
536425,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-07-19 21:53:00,4.08,15465.0,United Kingdom
536425,21212,PACK OF 72 RETROSPOT TINY TINS,1,2011-07-19 21:53:00,0.54,15465.0,United Kingdom
536426,84969,BOX OF 6 ASSORTED PINK TEACUPS,2,2011-04-24 21:59:00,4.59,,United Kingdom
536426,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-04-24 21:59:00,6.93,,United Kingdom
536426,23209,LUNCH BAG VINTAGE DOILY,2,2011-04-24 21:59:00,1.49,,United Kingdom
536426,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-04-24 21:59:00,3.8,,United Kingdom
536426,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,6,2011-04-24 21:59:00,3.97,,United Kingdom
536427,71053,WHITE METAL LANTERN,3,2011-12-04 23:34:00,3.28,15706.0,United Kingdom
536427,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,1,2011-12-04 23:34:00,3.67,15706.0,United Kingdom
536427,22720,SET OF 3 CAKE TINS PANTRY DESIGN,1,2011-12-04 23:34:00,4.54,15706.0,United Kingdom
536427,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-12-04 23:34:00,2.08,15706.0,United Kingdom
536428,84969,BOX OF 6 ASSORTED PINK TEACUPS,3,2011-09-08 03:39:00,4.32,14959.0,EIRE
536428,71053,WHITE METAL LANTERN,2,2011-09-08 03:39:00,3.26,14959.0,EIRE
536428,21915,RED RETROSPOT MINI CASES,1,2011-09-08 03:39:00,8.65,14959.0,EIRE
536429,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2011-10-14 19:13:00,5.13,,EIRE
536429,84879,ASSORTED COLOUR BIRD ORNAMENT,3,2011-10-14 19:13:00,1.58,,EIRE
536429,22632,HAND WARMER RED RETROSPOT,1,2011-10-14 19:13:00,1.88,,EIRE
536429,84029E,RED WOOLLY HOTTIE WHITE HEART.,3,2011-10-14 19:13:00,3.54,,EIRE
536429,POST,POSTAGE,3,2011-10-14 19:13:00,19.57,,EIRE
536429,84406B,CREAM CUPID HEARTS COAT HANGER,1,2011-10-14 19:13:00,2.99,,EIRE
536430,71053,WHITE METAL LANTERN,1,2011-02-24 20:32:00,3.15,14137.0,United Kingdom
536430,84029E,RED WOOLLY HOTTIE WHITE HEART.,1,2011-02-24 20:32:00,3.84,14137.0,United Kingdom
536430,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,2,2011-02-24 20:32:00,3.01,14137.0,United Kingdom
536430,22748,POPPY'S PLAYHOUSE KITCHEN,1,2011-02-24 20:32:00,1.98,14137.0,United Kingdom
536430,22752,SET 7 BABUSHKA NESTING BOXES,3,2011-02-24 20:32:00,7.17,14137.0,United Kingdom
536431,84879,ASSORTED COLOUR BIRD ORNAMENT,4,2011-09-04 03:41:00,1.59,16609.0,United Kingdom
536431,21730,GLASS STAR FROSTED T-LIGHT HOLDER,4,2011-09-04 03:41:00,4.48,16609.0,United Kingdom
536431,85123A,WHITE HANGING HEART T-LIGHT HOLDER,1,2011-09-04 03:41:00,15000.0,16609.0,United Kingdom
536431,22423,REGENCY CAKESTAND 3 TIER,1012,2011-09-04 03:41:00,13.04,16609.0,United Kingdom
536431,POST,POSTAGE,2,2011-09-04 03:41:00,17.31,16609.0,United Kingdom
536432,71053,WHITE METAL LANTERN,1,2011-09-13 01:39:00,3.32,,United Kingdom
536432,22720,SET OF 3 CAKE TINS PANTRY DESIGN,2,2011-09-13 01:39:00,4.48,,United Kingdom
536432,POST,POSTAGE,3,2011-09-13 01:39:00,18.36,,United Kingdom
536433,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,1,2011-05-22 02:34:00,3.92,17177.0,EIRE
536433,22632,HAND WARMER RED RETROSPOT,1,2011-05-22 02:34:00,1.87,17177.0,EIRE
536433,22748,POPPY'S PLAYHOUSE KITCHEN,3,2011-05-22 02:34:00,2.11,17177.0,EIRE
536433,23209,LUNCH BAG VINTAGE DOILY,1,2011-05-22 02:34:00,1.73,17177.0,EIRE
536433,22326,ROUND SNACK BOXES SET OF 4 WOODLAND,1,2011-05-22 02:34:00,2.79,17177.0,EIRE
536433,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-22 02:34:00,12.79,17177.0,EIRE
536434,21730,GLASS STAR FROSTED T-LIGHT HOLDER,2,2011-04-15 23:52:00,4.06,17942.0,United Kingdom
536434,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-04-15 23:52:00,7.89,17942.0,United Kingdom
536434,21915,RED RETROSPOT MINI CASES,6,2011-04-15 23:52:00,7.38,17942.0,United Kingdom
536434,22386,JUMBO BAG PINK POLKADOT,1,2011-04-15 23:52:00,1.79,17942.0,United Kingdom
536434,22745,POPPY'S PLAYHOUSE BEDROOM,3,2011-04-15 23:52:00,2.28,17942.0,United Kingdom
536435,22310,IVORY KNITTED MUG COSY,1,2010-12-30 19:40:00,1.5,12448.0,United Kingdom
536435,22633,HAND WARMER UNION JACK,1,2010-12-30 19:40:00,1.9,12448.0,United Kingdom
