transaction_id,timestamp,customer_id,product_id,store_id,quantity,unit_price,payment_method,channel
TXN-100056,2024-08-27 14:53:00,CUST-5150,PRD-1031,STR-103,2,53.16,Debit Card,Mobile App
TXN-100057,2024-07-27 10:06:00,CUST-5100,PRD-1039,STR-106,2,339.23,PayPal,Online
TXN-100058,2024-06-04 19:48:00,CUST-5064,PRD-1018,STR-107,5,190.07,Apple Pay,Online
TXN-100059,2024-07-25 10:08:00,CUST-5106,PRD-1039,STR-105,3,339.23,Cash,Online
TXN-100060,2024-07-01 19:59:00,CUST-5142,PRD-1014,STR-104,1,458.05,Apple Pay,Mobile App
TXN-100061,2024-03-29 18:08:00,CUST-5182,PRD-1012,STR-106,2,366.14,Apple Pay,Mobile App
TXN-100062,2024-05-02 17:36:00,CUST-5242,PRD-1027,STR-105,4,290.33,PayPal,In-Store
TXN-100063,2024-05-13 09:01:00,CUST-5098,PRD-1010,STR-101,2,365.96,Debit Card,Online
TXN-100064,2024-07-11 20:10:00,CUST-5074,PRD-1017,STR-103,3,241.93,Apple Pay,In-Store
TXN-100065,2024-07-11 16:02:00,CUST-5092,PRD-1029,STR-102,2,114.29,Cash,In-Store
TXN-100066,2024-07-09 18:35:00,CUST-5100,PRD-1016,STR-105,2,151.12,Credit Card,Online
TXN-100067,2024-04-09 14:50:00,CUST-5250,PRD-1021,STR-101,1,38.5,Apple Pay,In-Store
TXN-100068,2024-06-07 21:49:00,CUST-5221,PRD-1029,STR-104,4,114.29,Apple Pay,Mobile App
TXN-100069,2024-05-19 19:38:00,CUST-5051,PRD-1013,STR-105,1,78.67,Credit Card,In-Store
TXN-100070,2024-02-14 19:32:00,CUST-5031,PRD-1025,STR-101,1,178.76,Cash,Online
TXN-100071,2024-02-03 10:37:00,CUST-5217,PRD-1017,STR-101,1,241.93,Debit Card,In-Store
TXN-100072,2024-02-09 13:38:00,CUST-5014,PRD-1040,STR-105,1,60.73,Cash,Mobile App
TXN-100073,2024-04-01 09:50:00,CUST-5182,PRD-1021,STR-104,5,38.5,Cash,In-Store
TXN-100074,2024-07-20 16:10:00,CUST-5107,PRD-1035,STR-107,1,150.64,Debit Card,In-Store
TXN-100075,2024-06-18 13:21:00,CUST-5093,PRD-1019,STR-104,5,319.75,Cash,Mobile App
TXN-100076,2024-05-01 16:52:00,CUST-5193,PRD-1001,STR-102,2,16.67,PayPal,In-Store
TXN-100077,2024-08-19 18:39:00,CUST-5236,PRD-1040,STR-104,5,60.73,Apple Pay,Online
TXN-100078,2024-08-22 20:07:00,CUST-5099,PRD-1017,STR-105,1,241.93,Cash,Online
TXN-100079,2024-05-11 20:32:00,CUST-5115,PRD-1032,STR-101,1,445.76,Debit Card,Online
TXN-100080,2024-05-11 09:06:00,CUST-5043,PRD-1035,STR-101,2,150.64,Debit Card,Mobile App
TXN-100081,2024-06-10 20:13:00,CUST-5222,PRD-1028,STR-102,1,32.85,PayPal,Mobile App
TXN-100082,2024-07-28 09:47:00,CUST-5176,PRD-1010,STR-101,1,365.96,Apple Pay,In-Store
TXN-100083,2024-01-23 09:03:00,CUST-5046,PRD-1017,STR-102,2,241.93,Debit Card,Online
TXN-100084,2024-04-14 14:28:00,CUST-5162,PRD-1026,STR-107,1,228.07,PayPal,Mobile App
TXN-100085,2024-01-31 16:00:00,CUST-5165,PRD-1040,STR-102,3,60.73,Cash,In-Store
TXN-100086,2024-06-28 21:04:00,CUST-5092,PRD-1033,STR-102,1,328.05,Apple Pay,Mobile App
TXN-100087,2024-01-23 12:48:00,CUST-5238,PRD-1029,STR-107,1,114.29,Credit Card,Online
TXN-100088,2024-02-10 16:14:00,CUST-5035,PRD-1026,STR-105,5,228.07,Debit Card,Online
TXN-100089,2024-06-22 20:55:00,CUST-5187,PRD-1024,STR-101,2,120.02,Cash,In-Store
TXN-100090,2024-02-01 08:00:00,CUST-5147,PRD-1039,STR-107,2,339.23,Credit Card,Online
TXN-100091,2024-02-23 19:47:00,CUST-5232,PRD-1023,STR-104,1,111.1,Cash,In-Store
TXN-100092,2024-02-11 10:14:00,CUST-5158,PRD-1017,STR-104,1,241.93,Cash,In-Store
TXN-100093,2024-08-05 20:59:00,CUST-5141,PRD-1030,STR-102,1,296.36,Credit Card,Online
TXN-100094,2024-01-26 11:46:00,CUST-5149,PRD-1032,STR-106,1,445.76,Debit Card,In-Store
TXN-100095,2024-03-13 17:04:00,CUST-5231,PRD-1013,STR-106,1,78.67,Apple Pay,Mobile App
TXN-100096,2024-06-17 12:44:00,CUST-5150,PRD-1010,STR-106,3,365.96,PayPal,In-Store
TXN-100097,2024-01-02 13:15:00,CUST-5202,PRD-1015,STR-107,1,128.11,Apple Pay,In-Store
TXN-100098,2024-06-22 19:21:00,CUST-5225,PRD-1031,STR-108,1,53.16,Apple Pay,Online
TXN-100099,2024-05-21 09:11:00,CUST-5166,PRD-1039,STR-102,3,339.23,Debit Card,Mobile App
TXN-100099,2024-02-20 12:46:00,CUST-5227,PRD-1005,STR-102,4,323.36,Cash,Mobile App
TXN-100101,2024-01-08 21:37:00,CUST-5149,PRD-1026,STR-104,4,228.07,Cash,Online
TXN-100102,2024-05-19 16:30:00,CUST-5168,PRD-1010,STR-106,1,365.96,Cash,Mobile App
TXN-100103,2024-08-07 12:08:00,CUST-5119,PRD-1033,STR-102,1,328.05,Cash,In-Store
TXN-100104,2024-06-18 11:54:00,CUST-5247,PRD-1040,STR-103,3,60.73,Debit Card,Online
TXN-100105,2024-02-10 10:36:00,CUST-5243,PRD-1037,STR-103,2,407.18,PayPal,Online
TXN-100106,2024-01-11 11:48:00,CUST-5125,PRD-1015,STR-102,1,128.11,Debit Card,In-Store
TXN-100107,2024-06-20 11:33:00,CUST-5233,PRD-1024,STR-107,1,120.02,PayPal,In-Store
TXN-100108,2024-01-11 18:20:00,CUST-5027,PRD-1034,STR-105,3,361.62,Apple Pay,Mobile App
TXN-100109,2024-05-19 17:11:00,CUST-5097,PRD-1025,STR-106,2,178.76,Credit Card,Mobile App
TXN-100110,2024-03-05 14:58:00,CUST-5058,PRD-1034,STR-107,1,361.62,Apple Pay,Online
TXN-100111,2024-07-21 15:56:00,CUST-5155,PRD-1001,STR-103,1,16.67,Debit Card,In-Store
TXN-100112,2024-05-11 18:17:00,CUST-5055,PRD-1010,STR-103,1,365.96,Cash,Mobile App
TXN-100113,2024-07-28 09:42:00,CUST-5059,PRD-1027,STR-106,2,290.33,PayPal,Mobile App
TXN-100114,2024-05-02 15:13:00,CUST-5152,PRD-1011,STR-107,1,403.78,Credit Card,In-Store
TXN-100115,2024-05-26 17:10:00,CUST-5035,PRD-1033,STR-101,4,328.05,Debit Card,In-Store
TXN-100116,2024-02-12 12:59:00,CUST-5047,PRD-1034,STR-107,2,361.62,Cash,Mobile App
TXN-100117,2024-01-05 19:46:00,CUST-5170,PRD-1019,STR-102,1,319.75,Cash,Online
TXN-100118,2024-08-10 15:10:00,CUST-5057,PRD-1027,STR-103,3,290.33,Debit Card,Mobile App
TXN-100119,2024-06-17 16:16:00,CUST-5043,PRD-1022,STR-108,2,96.48,Credit Card,In-Store
TXN-100120,2024-04-06 14:08:00,CUST-5028,PRD-1002,STR-104,2,330.47,,Mobile App
TXN-100121,2024-04-17 21:09:00,CUST-5156,PRD-1007,STR-103,1,288.81,Cash,Mobile App
TXN-100122,2024-01-10 20:34:00,CUST-5129,PRD-1008,STR-102,1,393.08,Debit Card,Mobile App
TXN-100123,2024-05-18 21:00:00,CUST-5230,PRD-1028,STR-107,1,32.85,Credit Card,Mobile App
TXN-100124,2024-05-15 14:14:00,CUST-5241,PRD-1031,STR-107,1,53.16,Cash,In-Store
TXN-100125,2024-04-18 10:16:00,CUST-5123,PRD-1015,STR-102,1,128.11,Cash,Online
TXN-100126,2024-03-06 11:00:00,CUST-5182,PRD-1001,STR-102,2,16.67,PayPal,Mobile App
TXN-100127,2024-02-22 19:51:00,CUST-5081,PRD-1027,STR-106,1,290.33,PayPal,Mobile App
TXN-100128,2024-05-29 12:16:00,CUST-5219,PRD-1035,STR-107,2,150.64,Cash,Online
TXN-100129,2024-06-23 14:48:00,CUST-5053,PRD-1027,STR-108,1,290.33,Cash,Mobile App
TXN-100130,2024-05-03 12:19:00,CUST-5148,PRD-1023,STR-107,2,111.1,Credit Card,Mobile App
TXN-100131,2024-02-28 15:50:00,CUST-5180,PRD-1011,STR-102,1,403.78,PayPal,Online
TXN-100132,2024-07-24 16:39:00,CUST-5179,PRD-1004,STR-103,1,107.55,Credit Card,In-Store
TXN-100133,2024-07-29 10:30:00,CUST-5238,PRD-1039,STR-107,1,339.23,Apple Pay,In-Store
TXN-100134,2024-04-04 09:38:00,CUST-5010,PRD-1025,STR-107,2,178.76,Cash,Online
TXN-100135,2024-07-01 17:03:00,CUST-5243,PRD-1012,STR-108,1,366.14,Debit Card,Mobile App
TXN-100136,2024-08-26 20:33:00,CUST-5074,PRD-1013,STR-101,3,78.67,Cash,Mobile App
TXN-100137,2024-06-27 11:39:00,CUST-5044,PRD-1003,STR-106,1,225.99,Credit Card,In-Store
TXN-100138,2024-01-23 12:49:00,CUST-5103,PRD-1023,STR-107,1,111.1,Debit Card,Mobile App
TXN-100139,2024-01-04 19:45:00,CUST-5018,PRD-1006,STR-105,2,185.29,Cash,Mobile App
TXN-100140,2024-03-30 13:52:00,CUST-5071,PRD-1015,STR-104,1,128.11,PayPal,Mobile App
TXN-100141,2024-01-02 12:11:00,CUST-5105,PRD-1033,STR-102,2,328.05,Cash,Online
TXN-100142,2024-03-28 09:51:00,CUST-5132,PRD-1017,STR-105,2,241.93,PayPal,Mobile App
TXN-100143,2024-05-03 20:15:00,CUST-5194,PRD-1022,STR-108,2,96.48,Cash,In-Store
TXN-100144,2024-05-03 09:16:00,CUST-5018,PRD-1025,STR-104,2,178.76,Debit Card,Online
TXN-100145,2024-04-15 13:33:00,CUST-5138,PRD-1001,STR-105,1,16.67,Credit Card,Online
TXN-100146,2024-06-21 19:52:00,CUST-5088,PRD-1005,STR-103,1,323.36,Apple Pay,In-Store
TXN-100147,2024-08-16 17:17:00,CUST-5047,PRD-1013,STR-108,2,78.67,Debit Card,Mobile App
TXN-100148,2024-03-02 21:16:00,CUST-5053,PRD-1015,STR-104,3,128.11,Cash,Online
TXN-100149,2024-02-09 20:06:00,CUST-5031,PRD-1006,STR-108,2,185.29,Cash,In-Store
TXN-100150,2024-08-05 15:23:00,CUST-5159,PRD-1021,STR-108,-2,38.5,Cash,Online
TXN-100151,2024-05-05 10:48:00,CUST-5235,PRD-1033,STR-105,1,328.05,Cash,In-Store
TXN-100152,2024-01-14 16:51:00,CUST-5109,PRD-1031,STR-101,2,53.16,PayPal,Mobile App
TXN-100153,2024-07-17 10:29:00,CUST-5250,PRD-1008,STR-108,1,393.08,Credit Card,In-Store
TXN-100154,2024-06-21 11:24:00,CUST-5149,PRD-1007,STR-106,1,288.81,Apple Pay,In-Store
TXN-100155,2024-05-20 12:15:00,CUST-5069,PRD-1031,STR-106,1,53.16,PayPal,Online
TXN-100156,2024-02-23 14:44:00,CUST-5193,PRD-1024,STR-106,3,120.02,Apple Pay,Online
TXN-100157,2024-02-16 17:08:00,CUST-5148,PRD-1015,STR-102,2,128.11,Debit Card,Mobile App
TXN-100158,2024-04-20 21:24:00,CUST-5051,PRD-1010,STR-103,1,365.96,Credit Card,In-Store
TXN-100159,2024-04-17 15:08:00,CUST-5229,PRD-1034,STR-106,3,361.62,Apple Pay,Online
TXN-100160,2024-05-23 21:36:00,CUST-5013,PRD-1026,STR-102,2,228.07,Credit Card,In-Store
TXN-100161,2024-07-27 12:30:00,CUST-5215,PRD-1007,STR-108,2,288.81,Apple Pay,Online
TXN-100162,2024-04-02 16:35:00,CUST-5239,PRD-1017,STR-106,1,241.93,Credit Card,Online
TXN-100163,2024-08-10 18:38:00,CUST-5051,PRD-1037,STR-103,5,407.18,Apple Pay,Online
TXN-100164,2024-03-24 18:32:00,CUST-5125,PRD-1029,STR-102,1,114.29,Apple Pay,Online
TXN-100165,2024-06-10 10:55:00,CUST-5043,PRD-1022,STR-107,2,96.48,Cash,Online
TXN-100166,2024-08-05 09:05:00,CUST-5042,PRD-1022,STR-104,1,96.48,Apple Pay,Mobile App
TXN-100167,2024-03-09 17:41:00,CUST-5102,PRD-1018,STR-108,3,190.07,Apple Pay,Mobile App
TXN-100168,2024-05-30 16:28:00,CUST-5106,PRD-1011,STR-103,3,403.78,Debit Card,Mobile App
TXN-100169,2024-03-01 18:16:00,CUST-5241,PRD-1006,STR-104,1,185.29,Credit Card,In-Store
TXN-100170,2024-01-17 15:35:00,CUST-5014,PRD-1002,STR-107,2,330.47,Credit Card,In-Store
TXN-100171,2024-03-08 17:09:00,CUST-5022,PRD-1025,STR-105,1,178.76,Apple Pay,Online
TXN-100172,2024-06-09 10:08:00,CUST-5135,PRD-1011,STR-101,1,403.78,Apple Pay,Online
TXN-100173,2024-08-09 15:29:00,CUST-5250,PRD-1035,STR-105,2,150.64,Debit Card,Mobile App
TXN-100174,2024-05-18 10:37:00,CUST-5153,PRD-1030,STR-107,2,296.36,Cash,Online
TXN-100175,2024-08-20 13:30:00,CUST-5139,PRD-1015,STR-102,1,128.11,Apple Pay,Online
TXN-100176,2024-03-07 10:19:00,CUST-5003,PRD-1001,STR-103,1,16.67,PayPal,Mobile App
TXN-100177,2024-01-03 19:59:00,CUST-5126,PRD-1031,STR-105,1,53.16,PayPal,Online
TXN-100178,2024-06-01 11:50:00,CUST-5002,PRD-1036,STR-106,1,258.18,Cash,Online
TXN-100179,2024-04-11 11:10:00,CUST-5184,PRD-1025,STR-107,1,178.76,Credit Card,Online
TXN-100180,2024-06-09 11:33:00,CUST-5196,PRD-1040,STR-105,1,60.73,Cash,Online
TXN-100181,2024-04-15 11:54:00,CUST-5018,PRD-1012,STR-103,1,366.14,PayPal,Mobile App
TXN-100182,2024-04-25 12:44:00,CUST-5160,PRD-1032,STR-104,1,445.76,Debit Card,In-Store
TXN-100183,2024-05-16 08:11:00,CUST-5249,PRD-1007,STR-105,1,288.81,PayPal,Mobile App
TXN-100184,2024-01-03 11:05:00,CUST-5039,PRD-1001,STR-108,1,16.67,PayPal,Online
TXN-100185,2024-07-20 20:31:00,CUST-5096,PRD-1030,STR-101,1,296.36,Debit Card,In-Store
TXN-100186,2024-03-09 20:25:00,CUST-5019,PRD-1035,STR-108,1,150.64,Apple Pay,Online
TXN-100187,2024-07-31 08:07:00,CUST-5250,PRD-1016,STR-107,3,151.12,PayPal,In-Store
TXN-100188,2024-07-07 08:12:00,CUST-5118,PRD-1007,STR-104,1,288.81,Apple Pay,Online
TXN-100189,2024-02-10 18:46:00,CUST-5011,PRD-1036,STR-102,1,258.18,Apple Pay,In-Store
TXN-100190,2024-04-02 08:55:00,CUST-5171,PRD-1014,STR-102,1,458.05,PayPal,Online
TXN-100191,2024-01-04 10:50:00,CUST-5071,PRD-1038,STR-102,1,34.4,Debit Card,In-Store
TXN-100192,2024-01-11 17:50:00,CUST-5177,PRD-1031,STR-103,1,53.16,Credit Card,In-Store
TXN-100193,2024-02-10 15:05:00,CUST-5176,PRD-1040,STR-106,4,60.73,Credit Card,In-Store
TXN-100194,2024-04-01 18:09:00,CUST-5180,PRD-1035,STR-102,1,150.64,Debit Card,Online
TXN-100195,2024-05-22 20:41:00,CUST-5194,PRD-1023,STR-108,2,111.1,Credit Card,Mobile App
TXN-100196,2024-04-06 13:46:00,CUST-5035,PRD-1017,STR-101,1,241.93,PayPal,Mobile App
TXN-100197,2024-03-16 16:44:00,CUST-5126,PRD-1013,STR-103,2,78.67,Apple Pay,Mobile App
TXN-100198,2024-04-29 12:55:00,CUST-5213,PRD-1039,STR-103,1,339.23,Debit Card,Online
TXN-100199,2024-03-16 21:16:00,CUST-5139,PRD-1024,STR-108,1,120.02,Cash,Online
TXN-100199,2024-07-06 10:56:00,CUST-5005,PRD-1040,STR-106,3,60.73,Debit Card,Online
TXN-100201,2024-07-03 09:42:00,CUST-5248,PRD-1035,STR-107,1,150.64,PayPal,Mobile App
TXN-100202,2024-02-09 17:18:00,CUST-5083,PRD-1027,STR-106,1,290.33,Cash,Mobile App
TXN-100203,2024-01-18 08:53:00,CUST-5241,PRD-1009,STR-103,4,51.86,Debit Card,In-Store
TXN-100204,2024-05-04 11:06:00,CUST-5009,PRD-1037,STR-107,2,407.18,Cash,Mobile App
TXN-100205,2024-06-28 17:16:00,CUST-5013,PRD-1024,STR-104,2,120.02,Credit Card,In-Store
TXN-100206,2024-08-26 11:41:00,CUST-5126,PRD-1006,STR-108,3,185.29,Credit Card,Online
TXN-100207,2024-05-22 19:56:00,CUST-5107,PRD-1024,STR-101,3,120.02,Apple Pay,Mobile App
TXN-100208,2024-01-11 19:04:00,CUST-5214,PRD-1020,STR-102,4,379.0,Cash,In-Store
TXN-100209,2024-01-26 19:14:00,CUST-5137,PRD-1025,STR-104,1,178.76,Debit Card,Mobile App
TXN-100210,2024-06-09 10:35:00,CUST-5192,PRD-1036,STR-107,2,258.18,Cash,Online
TXN-100211,2024-06-21 15:44:00,CUST-5171,PRD-1028,STR-102,1,32.85,Debit Card,Mobile App
TXN-100212,2024-04-12 16:21:00,CUST-5169,PRD-1011,STR-108,4,403.78,Apple Pay,Mobile App
TXN-100213,2024-03-24 21:23:00,CUST-5106,PRD-1028,STR-106,2,32.85,Cash,Mobile App
TXN-100214,2024-02-24 14:49:00,CUST-5141,PRD-1017,STR-106,5,241.93,PayPal,Online
TXN-100215,2024-01-01 19:02:00,CUST-5073,PRD-1039,STR-101,2,339.23,Apple Pay,In-Store
TXN-100216,2024-03-17 11:13:00,CUST-5220,PRD-1021,STR-101,3,38.5,Apple Pay,Mobile App
TXN-100217,2024-05-10 16:36:00,CUST-5238,PRD-1037,STR-103,1,407.18,PayPal,Online
TXN-100218,2024-02-09 10:16:00,CUST-5094,PRD-1038,STR-104,1,34.4,Apple Pay,In-Store
TXN-100219,2024-05-26 14:36:00,CUST-5235,PRD-1014,STR-102,2,458.05,PayPal,In-Store
TXN-100220,2024-05-04 21:57:00,CUST-5177,PRD-1037,STR-102,2,407.18,Apple Pay,In-Store
TXN-100221,2024-07-06 20:36:00,CUST-5098,PRD-1006,STR-101,4,185.29,Apple Pay,Online
TXN-100222,2024-08-13 21:27:00,CUST-5107,PRD-1008,STR-104,2,393.08,Cash,In-Store
TXN-100223,2024-06-11 20:40:00,CUST-5098,PRD-1004,STR-105,2,107.55,Apple Pay,Mobile App
TXN-100224,2024-05-24 10:20:00,CUST-5129,PRD-1015,STR-103,1,128.11,PayPal,Online
TXN-100225,2024-07-11 17:36:00,CUST-5130,PRD-1006,STR-104,1,185.29,PayPal,In-Store
TXN-100226,2024-02-03 13:05:00,CUST-5122,PRD-1037,STR-101,2,407.18,Apple Pay,In-Store
TXN-100227,2024-04-12 16:27:00,CUST-5199,PRD-1009,STR-103,1,51.86,Debit Card,Online
TXN-100228,2024-04-11 18:36:00,CUST-5051,PRD-1036,STR-104,1,258.18,Apple Pay,Online
TXN-100229,2024-03-23 18:59:00,CUST-5148,PRD-1006,STR-102,2,185.29,PayPal,Online
TXN-100230,2024-03-30 11:20:00,CUST-5089,PRD-1039,STR-101,3,339.23,Debit Card,Online
TXN-100231,2024-06-06 21:51:00,CUST-5114,PRD-1040,STR-103,1,60.73,Debit Card,In-Store
TXN-100232,2024-06-24 13:09:00,CUST-5194,PRD-1006,STR-102,2,185.29,Debit Card,Mobile App
TXN-100233,2024-08-25 10:55:00,CUST-5214,PRD-1019,STR-101,1,319.75,Credit Card,Online
TXN-100234,2024-04-25 15:01:00,CUST-5085,PRD-1014,STR-104,1,458.05,Cash,Online
TXN-100235,2024-05-20 15:39:00,CUST-5187,PRD-1010,STR-101,1,365.96,Cash,In-Store
TXN-100236,2024-03-06 10:03:00,CUST-5073,PRD-1013,STR-105,1,78.67,Credit Card,In-Store
TXN-100237,2024-04-09 18:17:00,CUST-5170,PRD-1024,STR-102,1,120.02,PayPal,In-Store
TXN-100238,2024-04-07 16:45:00,CUST-5026,PRD-1021,STR-108,3,38.5,Cash,In-Store
TXN-100239,2024-02-17 11:32:00,CUST-5248,PRD-1030,STR-101,1,296.36,Cash,Online
TXN-100240,2024-03-26 15:25:00,CUST-5191,PRD-1011,STR-101,1,403.78,,Online
TXN-100241,2024-06-09 12:15:00,CUST-5129,PRD-1018,STR-101,2,190.07,PayPal,In-Store
TXN-100242,2024-05-22 12:14:00,CUST-5039,PRD-1022,STR-107,2,96.48,Credit Card,Mobile App
TXN-100243,2024-04-07 16:43:00,CUST-5157,PRD-1015,STR-107,1,128.11,Debit Card,Online
TXN-100244,2024-03-20 17:21:00,CUST-5115,PRD-1035,STR-103,1,150.64,Debit Card,Mobile App
TXN-100245,2024-05-18 18:51:00,CUST-5052,PRD-1009,STR-105,2,51.86,Cash,In-Store
TXN-100246,2024-04-20 20:09:00,CUST-5168,PRD-1037,STR-103,1,407.18,Cash,Mobile App
TXN-100247,2024-07-03 09:11:00,CUST-5082,PRD-1010,STR-101,3,365.96,PayPal,Online
TXN-100248,2024-03-18 15:47:00,CUST-5240,PRD-1018,STR-103,3,190.07,Credit Card,In-Store
TXN-100249,2024-02-17 08:48:00,CUST-5157,PRD-1040,STR-105,2,60.73,Cash,In-Store
TXN-100250,2024-06-01 11:14:00,CUST-5176,PRD-1002,STR-106,1,330.47,PayPal,In-Store
TXN-100251,2024-05-08 21:38:00,CUST-5121,PRD-1024,STR-103,3,120.02,PayPal,Online
TXN-100252,2024-02-05 10:12:00,CUST-5058,PRD-1003,STR-107,3,225.99,Credit Card,Online
